RMSE,MAE,RMSE Sale,MAE Sale,Hit Rate K = 5,Hit Rate K = 10
0.23428850050371075,0.1423011018799351,0.3940942843905069,0.2939060115544695,0.11151515151515151,0.12161616161616162
