RMSE,MAE,RMSE Sale,MAE Sale,Hit Rate K = 5,Hit Rate K = 10
0.1008019023514923,0.024742264822855447,0.9558003068558826,0.9530735091135493,0.16484848484848486,0.24606060606060606
