RMSE,MAE,RMSE Sale,MAE Sale,Hit Rate K = 5,Hit Rate K = 10
0.09823104855374391,0.01955411365181689,0.9617776856377687,0.9600895296975613,0.21535353535353535,0.3781818181818182
