RMSE,MAE,RMSE Sale,MAE Sale,Hit Rate K = 5,Hit Rate K = 10
0.5586241767962065,0.3036423551199842,1.9629902735646714,1.8521525616747696,0.08242424242424243,0.1604040404040404
