RMSE,MAE,RMSE Sale,MAE Sale,Hit Rate K = 5,Hit Rate K = 10
0.10221055893171013,0.027559741767717756,0.9539215141690301,0.9506785052490053,0.13131313131313133,0.1898989898989899
