RMSE,MAE,RMSE Sale,MAE Sale,Hit Rate K = 5,Hit Rate K = 10
0.047429578224120236,0.025838650553680228,0.23658623302846876,0.2334156937375316,0.039595959595959594,0.07636363636363637
