RMSE,MAE,RMSE Sale,MAE Sale,Hit Rate K = 5,Hit Rate K = 10
0.04347636861324476,0.021733890140864617,0.2366901768500437,0.23400652698404617,0.08565656565656565,0.14303030303030304
