RMSE,MAE,RMSE Sale,MAE Sale,Hit Rate K = 5,Hit Rate K = 10
0.24392161342023408,0.08713101621316707,1.8829726789975119,1.8730282991187612,0.21414141414141413,0.32606060606060605
