RMSE,MAE,RMSE Sale,MAE Sale,Hit Rate K = 5,Hit Rate K = 10
0.032025579143969855,0.010513109115955334,0.23520058850992012,0.23464814714376112,0.23797979797979799,0.3563636363636364
